nb,nc,date,Bob,Bill,Garfield,Calvin,Bart,Thor,Goku,Linus,Mulder,Jonny,Skinner,Oliver,Khan,Elmer,Hannibal,Tom,Barney,Fred,Kyle,Ned,Mario,Bashful,Dopey,Sleepy,Hungry,Hal,Claude,Jacques,Phineas,Ferb,Riker,Homer,Ralph,Charles,Howard,Dexter,Rudy,Edwin,Arthur,Bert,Ernie,Milo,Marvin,Luke,Bender,Victor,Pete,Icarus,Daedalus,Mack,Verne,Marcus,Loki,Herschel,Neil,Isaac,Bruce,Zeke,Jeffrey,Milton,Tony,Jackson,Sam,Hank,Bridget,Butterworth,Stéphane,Julia,Justin,Archimedes,Richards,Kiroshi,Landers,Doucette,Moses,Fred_Deltan,Fred_Carleon,Kal,Denu,Gina,Vinnie,Yoshi,Vickers,Henry,Valter
1,49,2166-05-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,50,2166-06-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,51,2174-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Epsilon Eridani,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,52,2168-01-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,53,2166-06-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Delta Eridani,Delta Eridani,#no_location#,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,#no_location#,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,54,2170-10-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,55,2166-07-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,56,2167-03-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,57,2169-08-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,#no_location#,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,58,2171-04-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Alpha Centauri,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,Sol,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,Sol,Sol_Earth,Sol_Earth,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,59,2172-05-01,Delta Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,#no_location#,#no_location#,#no_location#,Epsilon Eridani,#no_location#,#no_location#,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Eridani,Epsilon Eridani,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,Sol,Sol_Earth,Sol_Earth,Epsilon Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,60,2185-04-01,Delta Eridani,82 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,Epsilon Eridani,Sol,Sol,Sol,#no_location#,#no_location#,#no_location#,Sol_Earth,Sol_Earth,Sol_Earth,82 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,#no_location#,Sol,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
1,61,2188-09-01,Omicron2 Eridani,Omicron2 Eridani,Epsilon Eridani,Epsilon Eridani,Epsilon Eridani,#no_location#,Epsilon Eridani,Epsilon Indi,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,82 Eridani,82 Eridani,82 Eridani,Sol_Earth,82 Eridani,82 Eridani,82 Eridani,Beta Hydri,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Omicron2 Eridani,Epsilon Eridani,Sol,Sol,Omicron2 Eridani,#no_location#,#no_location#,#no_location#,Sol_Earth,Omicron2 Eridani,Omicron2 Eridani,Omicron2 Eridani,Delta Eridani,,,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Alpha Centauri,#no_location#,#no_location#,#no_location#,#no_location#,82 Eridani,#no_location#,#no_location#,Omicron2 Eridani_Vulcan,Omicron2 Eridani_Vulcan,#no_location#,Sol,Sol,Delta Eridani,#no_location#,#no_location#,Epsilon Indi,Sol_Earth,Delta Eridani,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,#no_location#,Epsilon Indi,Sol
